house_title,house_mode,house_area,house_level,house_year,house_address,house_totalprice,house_unitprice
内双楠 双楠教师公寓 标准套三单卫 居家装修 不临街,3室2厅,98m²,高层(共7层),2000年建造,"双楠教师公寓  
                    武侯-高升桥-双楠街138号",108万,10989元/m²
中德品质精装套三双卫 业主急售 采光十足 视野宽阔,3室2厅,89m²,低层(共34层),2013年建造,"中德英伦联邦A区  
                    高新区-南延线-观东三街78号",198万,22182元/m²
青白江 首付15万买套三 支持公积金贷款  配套齐全,3室2厅,84m²,高层(共22层),2017年建造,"新力翡翠湾  
                    青白江-青白江-红阳路500号",58万,6905元/m²
17号线地铁口  锦上清苑  电梯小高层 套三双卫,3室2厅,107m²,高层(共11层),2012年建造,"锦上清苑  
                    温江-国色天香-天乡路二段855号",90万,8357元/m²
首付20万 单价1万 买标准竖厅套三双卫 中间楼层 急售,3室2厅,91m²,高层(共28层),2015年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",92万,10110元/m²
急售 低于市场价 双地铁口 格凌兰清水套三双卫 满二有钥匙,3室2厅,89m²,高层(共32层),2010年建造,"格凌兰  
                    温江-温江城区-凤溪大道333号",110万,12269元/m²
城北新都 恒大精装住宅 快速公交均价8500无需摇号可按揭,3室2厅,105m²,中层(共28层),2017年建造,"恒大御府  
                    新都-新都老城-运力路197号",89万,8476元/m²
胜天人居  满五年  精装套三  中楼层  大赠送 看房,3室2厅,87m²,中层(共32层),2013年建造,"胜天人居  
                    成华-成渝立交-天鹅一路33号",128万,14713元/m²
新出好房一周必卖武侯区双地铁富邑华庭 标准套三精装修价格有少,3室2厅,89m²,中层(共21层),2009年建造,"富邑华庭  
                    武侯-机投镇-草金南路24号",112万,12449元/m²
泰合星光华府100平米精装套3只要99万，捡漏了,3室2厅,100m²,高层(共32层),2016年建造,"泰合新光华府  
                    温江-温江城区-温泉大道二段,近凤溪大道",99万,9900元/m²
急售地铁口清水套三带两个超大阳台业主诚心出售看房方便,3室2厅,102m²,中层(共26层),2014年建造,"景尚景一期  
                    郫都-郫筒-景尚景街28号",95万,9314元/m²
双地铁物业，凯德广场上盖，背靠三百多亩的生态湖,3室2厅,95m²,中层(共32层),2018年建造,"乐视界广场  
                    郫都-犀浦-泰山北街1号",115万,12105元/m²
125万买套三地铁就在家门口 超市影院配套齐全 带学位清水房,3室2厅,94m²,高层(共6层),2010年建造,"格林君典  
                    高新区-中和-朝阳路296号",125万,13298元/m²
成华区万年场地铁口二十四城二期刚需性小套三全新欧式装修有钥匙,3室2厅,83m²,低层(共32层),2013年建造,"华润尚云庭  
                    成华-万年场-双成三路18号",210万,25183元/m²
高新区精装套三，户型方正，对中庭安静不吵,3室2厅,83m²,低层(共26层),2013年建造,"军安卫士花园  
                    高新区-中和-中和二街66号",160万,19277元/m²
中粮锦云84平套三双卫，产权满两年 诚心出售 随时看房,3室2厅,89m²,高层(共33层),2015年建造,"中粮锦云  
                    成华-崔家店-崔家店横二街42号",218万,24494元/m²
（优选房源）1号线 保利中心美领馆旁 棕南甲区带花园格局通透,3室2厅,90m²,低层(共7层),1998年建造,"棕南正街9号院  
                    武侯-棕南-棕南正街9号",165万,18250元/m²
地铁口 品质大盘 中间楼层 清水套三 房东诚心出售,3室2厅,77m²,高层(共32层),2016年建造,"洲际春天广场  
                    温江-光华新城-温泉大道二段177号",88万,11429元/m²
邑品天都 套三双卫 地铁口,3室2厅,89m²,高层(共18层),2015年建造,"邑品天都  
                    新都-新都新城-万和北路1号",105万,11761元/m²
（精装小套三）蓝光金楠府 带家具家电中庭朝南 房东诚心,3室2厅,92m²,中层(共16层),2013年建造,"蓝光金楠府  
                    武侯-外双楠-武晋路458号",176万,18945元/m²
（降价急售）蓝光金楠府 精装套三 有入户 有新风系统,3室2厅,86m²,低层(共16层),2013年建造,"蓝光金楠府  
                    武侯-外双楠-武晋路458号",159万,18488元/m²
地铁口龙湖天街旁 超低单价 无增 值税 业主诚心出售,3室2厅,91m²,低层(共27层),2014年建造,"兴想花园  
                    新都-大丰-方元路633号",99万,10773元/m²
N户型 实得150 朝南 正对小区中庭 看大源公园 有钥匙,3室2厅,89m²,中层(共32层),2008年建造,"中海兰庭  
                    高新区-大源-盛邦街333号",330万,37079元/m²
小套二带书房对中庭中高楼层 sm广场背后方便安全,3室2厅,51m²,高层(共27层),2008年建造,"合能耀之城  
                    成华-SM广场-建业路30号",98万,19029元/m²
（*好房）中华名园二期 小区环境好 绿化大 有用泳池,3室2厅,90m²,低层(共18层),2011年建造,"中华名园二期  
                    武侯-外双楠-顺和街89号",145万,16111元/m²
急急急 环球中心对面 正读中和中学 精装套三 拎包入住随时看,3室2厅,89m²,中层(共32层),2010年建造,"新港国际花园  
                    高新区-中和-公济桥路117号",146万,16329元/m²
郫县红光思 源学校旁公园一号套三全新精装修未住过人 邻沃尔玛,3室2厅,82m²,中层(共25层),2015年建造,"公园1号  
                    郫都-红光-幸福路北一段,近思源路",85万,10348元/m²
新上 出门坐地铁 清水（跃层）套三双卫 实得120平 不临街,3室2厅,96m²,中层(共33层),2012年建造,"城南晶座  
                    高新区-南延线-天府大道南段1167号",153万,15938元/m²
26万首付锦城国际中层精装套三拎包入住7月满二,3室2厅,90m²,低层(共25层),2014年建造,"锦城国际  
                    彭州-彭州-泰安北路777号",75.8万,8422元/m²
22万首付丽岛清水套三双卫中高楼层,3室2厅,97m²,高层(共31层),2014年建造,"置信丽岛  
                    彭州-彭州-凯旋大道",72万,7423元/m²
新延秀小区旁边精装套三双卫 底楼带花园 房子看上价格还可以谈,3室2厅,97m²,低层(共6层),2010年建造,"舜苑国色天香  
                    彭州-彭州-朝阳中路460号",69.8万,7196元/m²
单价7000左右，大丰装修套三，总价80万即可过户自己名下,3室2厅,111m²,中层(共6层),2009年建造,"三元大道35号院  
                    新都-大丰-三元大道35号",80万,7207元/m²
凤凰大街站附近 全新装修舒适套三 带家具家电 中庭朝南,3室2厅,88m²,高层(共33层),2016年建造,"蓝润光华春天  
                    温江-光华新城-鸡鸣路588号",118万,13370元/m²
中德品质精装套三双卫 业主急售 采光十足 视野宽阔,3室2厅,89m²,低层(共34层),2013年建造,"中德英伦联邦A区  
                    高新区-南延线-观东三街78号",198万,22182元/m²
青白江 首付15万买套三 支持公积金贷款  配套齐全,3室2厅,84m²,高层(共22层),2017年建造,"新力翡翠湾  
                    青白江-青白江-红阳路500号",58万,6905元/m²
成熟繁华地带 大套3 交通便利 配套设施齐全,3室2厅,91m²,高层(共33层),2013年建造,"中信未来城南区  
                    郫都-郫筒-文信路199号",97万,10659元/m²
公园榕郡 套三双卫 带大阳台 装修保养好 首付35万,3室2厅,93m²,高层(共18层),2010年建造,"公园榕郡  
                    郫都-犀浦-国宁东路419号",110万,11740元/m²
双流 套二改套三 单价才9000多 满两年 随时看房 诚售,3室2厅,85m²,低层(共18层),2012年建造,"蛟龙银座  
                    双流-蛟龙港-蛟龙工业港乌江路352号",83万,9765元/m²
单价5000买精装套三带阁楼 送全新家具 双证可按揭看房方便,3室2厅,123m²,高层(共6层),2015年建造,"康欣苑  
                    都江堰-都江堰-安金路146号",74万,6016元/m²
品质小区 环境优美 精装套三双卫 家具家电全带 房东诚心出售,3室2厅,99m²,中层(共32层),2014年建造,"佳乐国际城二期  
                    新都-新都新城-曲景西路99号",115万,11616元/m²
没有购房资格的看过来，毛坯房，单价7千左右，可按揭，首付3成,3室2厅,92m²,中层(共33层),2018年建造,"协信天骄城  
                    青白江-青白江-凤凰大道一段198号",65万,7065元/m²
凤溪河地铁口 清水套二对中庭,2室2厅,80m²,高层(共33层),2014年建造,"和信孔雀城  
                    温江-温江城区-南江路666号",91万,11271元/m²
保利紫薇花语 套三单卫 利用面积大 随时看房 诚心出售！,3室2厅,81m²,中层(共34层),2015年建造,"保利紫薇花语  
                    龙泉驿-经开区-车城西三路666号",102万,12568元/m²
蜀龙路旁 缤纷翠微湖精装套三 赠送大 带阳台 装修新 拎包入,3室2厅,72m²,中层(共32层),2012年建造,"缤纷翠微  
                    新都-新都新城-蜀龙大道中段988号",95万,13053元/m²
龙泉大面 四季映像套三出售 视野采光好 满两年 可贷款,3室2厅,75m²,高层(共18层),2012年建造,"合能四季映像  
                    龙泉驿-大面-青台山路333号",90万,11971元/m²
房东急售 鹃城帝景 精装套三双卫 中楼层 采光好 空间利用大,3室2厅,114m²,中层(共6层),2008年建造,"鹃城帝景  
                    郫都-郫筒-一环路东北段215号",90万,7895元/m²
急售付22万买郫县地铁口90平清水套3支持公积金贷款奥特莱斯,3室2厅,89m²,中层(共33层),2015年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",80万,8926元/m²
急售 玉林都江 新上好房 精装修 拎包入住,3室2厅,95m²,低层(共10层),2014年建造,"玉林都江  
                    都江堰-都江堰-重庆路66号",85万,8863元/m²
电梯洋房*近地铁规划成熟，滨河俊园首付19万起新盘代理,3室2厅,92m²,中层(共20层),2017年建造,"汇尚城  
                    新都-新繁-繁川家具大道519号",45万,4891元/m²
翡翠城旁 永兴佳苑豪装大套三  视野开阔正看东湖公园！,3室2厅,96m²,高层(共26层),2011年建造,"永兴佳苑  
                    锦江-东湖公园-琉璃路396号",158万,16458元/m²
城中心精装套四双卫，未住人，房东急售,4室2厅,93m²,高层(共26层),2015年建造,"龙光君悦华庭  
                    郫都-郫筒-和平南二街123号",95万,10165元/m²
地铁口精装套三拎包入住随时可以看房富力桃园小区绿化好,3室2厅,93m²,高层(共32层),2014年建造,"富力桃园一期  
                    新都-新都老城-兴城大道777号",103万,11005元/m²
温哥华南苑精装套三即买即住 满两年无税性价比高 周边配套齐全,3室2厅,98m²,中层(共16层),2012年建造,"温哥华南苑  
                    双流-航空港-机场路常乐二段133号",138万,13958元/m²
抢 抢 全中庭 赠送下来129平套三 东南向 两面采光 好房,3室2厅,86m²,高层(共33层),2015年建造,"千禧河畔Ⅱ号B区  
                    温江-光华新城-江安路196号",115万,13264元/m²
地铁终点站 奥特莱斯 花样年精装套三双卫拎包入住采光无敌,3室2厅,101m²,高层(共28层),2016年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",95万,9323元/m²
东山国际 经典户型 套三双卫中间楼层的巴适房子 急售急售,3室2厅,90m²,中层(共32层),2015年建造,"东山国际新城H区  
                    龙泉驿-龙泉驿-爱琴路88号",110万,12115元/m²
